u_eigen,i_eigen,b_eigen,ndcg,recall,precision
135,75,125,0.12641186915415864,0.06495930720298208,0.09912854030501089
135,75,75,0.1262112427652394,0.06547851087801197,0.09716775599128541
110,50,100,0.12612111610804538,0.06807117974777194,0.10108932461873638
110,50,125,0.1259787315826754,0.06648883222903021,0.10206971677559913
110,50,75,0.12579816684255604,0.06840984556983376,0.09891067538126361
135,50,350,0.12483818238231822,0.0609716979454915,0.10174291938997822
135,175,400,0.12434475893356611,0.06228178257051848,0.10326797385620914
110,50,150,0.1240406594793288,0.06477150634959841,0.10021786492374728
135,50,250,0.12403614060050881,0.06297539816996828,0.10152505446623095
135,225,400,0.12244287635238972,0.06017135355525896,0.09912854030501089
135,50,275,0.12186917442260797,0.060485763228881655,0.09967320261437909
110,50,50,0.12159802996964748,0.06684427893956271,0.09738562091503268
85,125,400,0.12149163487097214,0.057744877152565405,0.09989106753812636
135,50,300,0.12137262542070343,0.06142662759867574,0.1008714596949891
135,75,50,0.12112469127672723,0.06496183599148993,0.09531590413943355
135,50,325,0.12100947551644105,0.06041578755056597,0.10054466230936819
135,75,375,0.12095616856117697,0.05921874638711859,0.09727668845315904
135,75,175,0.1203823927091914,0.061315501875190886,0.094880174291939
110,50,175,0.12031970889785418,0.06188040815744937,0.09607843137254903
110,150,400,0.12019458313154002,0.058809230882738,0.09901960784313726
135,200,400,0.12012427028680221,0.058810899540884934,0.09716775599128541
110,250,400,0.11943303540577258,0.058508104657031434,0.09640522875816994
35,125,400,0.11902630155343011,0.05841824713206975,0.09705882352941175
60,125,400,0.11778628549681966,0.05648560399500272,0.09749455337690632
135,275,150,0.11649522251229452,0.059127852633915644,0.08997821350762526
110,50,375,0.11622045814622035,0.05637433049691431,0.09477124183006536
135,275,125,0.11612024223478554,0.05904586671113986,0.089760348583878
135,275,100,0.11608507036648477,0.059641627238885525,0.08888888888888888
110,50,200,0.11524953041631177,0.05973734532020396,0.09379084967320261
135,275,75,0.11461573777190773,0.0606540979863427,0.08823529411764706
10,125,400,0.1141428359594891,0.060426200977523443,0.09237472766884532
135,75,200,0.11410958314796331,0.05860401644847212,0.09041394335511982
10,50,75,0.11399932183538437,0.07085210270327469,0.09052287581699346
135,75,350,0.11384851990501361,0.05511761727529388,0.0920479302832244
110,225,400,0.11377653289504576,0.05582003047082191,0.09161220043572985
85,150,400,0.11368006868360706,0.05507965507966364,0.09411764705882354
110,50,350,0.1132600118948984,0.05268339660267041,0.09379084967320261
135,100,150,0.11298660020108287,0.05929957430855946,0.08997821350762526
85,50,150,0.11283892459416961,0.055407975342522266,0.0943355119825708
110,175,400,0.11267859874469821,0.05574099361931785,0.09248366013071896
135,275,175,0.1126320746818823,0.05675627554547171,0.0883442265795207
85,50,125,0.11248891353908849,0.05740659921722907,0.0943355119825708
135,100,125,0.11243514729483603,0.05962093669211425,0.08899782135076253
110,50,225,0.11205995487131502,0.05645105862037539,0.09259259259259259
85,50,100,0.11204329297641277,0.05839392410930705,0.09302832244008716
85,250,400,0.11188917577643843,0.0546442315554083,0.09008714596949892
135,275,375,0.11177260465188432,0.053165337909389786,0.08769063180827887
135,275,50,0.11160573598838643,0.05990926304367276,0.0855119825708061
110,200,400,0.11147244087281569,0.05360566927555372,0.08954248366013072
85,50,75,0.1111806630890494,0.058640248624896626,0.09128540305010893
135,75,225,0.11113454222587599,0.055479674493396344,0.08910675381263616
35,150,400,0.1104563847143178,0.05720992913942015,0.09237472766884532
135,100,100,0.11033807945090862,0.05924159730335956,0.0860566448801743
60,250,400,0.11007149761008732,0.05484580418927404,0.089760348583878
35,250,400,0.1096617737029517,0.05692788774069765,0.08823529411764706
135,75,325,0.10952039703337957,0.05079734395853304,0.09008714596949892
10,50,50,0.1092241646127623,0.0688240692550137,0.08518518518518518
85,175,400,0.10913920608063832,0.05396099097357675,0.09237472766884532
110,50,325,0.10886472877301283,0.05133583996123532,0.09074074074074073
135,100,375,0.10881515462005559,0.054415179728875225,0.08583877995642701
110,50,250,0.10879483464171519,0.053999010917296454,0.08997821350762526
35,50,75,0.10859924977765742,0.058049559506539145,0.08507625272331154
85,50,375,0.10855550356659774,0.0500695768202892,0.09008714596949892
135,275,200,0.1085255839266251,0.05391820138120489,0.0840958605664488
85,50,175,0.10852435210865763,0.05334800431104002,0.09030501089324619
135,100,175,0.10823946684865711,0.05657438502307613,0.08572984749455338
110,50,300,0.10818671657852082,0.052167621187987595,0.08943355119825708
35,50,100,0.10812014114811479,0.06012694086533576,0.08736383442265795
135,100,75,0.10792928200157556,0.05997780757926125,0.08496732026143791
60,150,400,0.10789532818783364,0.052327451967472745,0.0911764705882353
110,75,375,0.10773675751767507,0.05357997943746464,0.08867102396514162
10,50,100,0.10755194538298093,0.06359812202569429,0.0855119825708061
110,75,125,0.10748562212561551,0.05868476651956127,0.0869281045751634
110,75,150,0.10732038443440257,0.05694868498035075,0.08681917211328977
35,50,50,0.10730590480021152,0.05830712236168696,0.08671023965141611
110,275,150,0.10724729299788562,0.056057293792366215,0.08300653594771241
35,50,150,0.10719611173869321,0.0553418785393308,0.08877995642701525
135,75,300,0.1071786220883783,0.05305252128943252,0.08790849673202615
110,50,275,0.1071133297573535,0.049519093714527805,0.08736383442265795
135,75,250,0.10698353751291066,0.05386107145538491,0.08616557734204792
135,275,350,0.10697478678220297,0.05115767090424484,0.084640522875817
85,50,50,0.10689613305048935,0.05690105621001024,0.09030501089324619
135,75,275,0.10676249552942646,0.05290157643587244,0.08572984749455338
10,250,400,0.10657006508624689,0.05730974187528068,0.08594771241830065
85,225,400,0.1065190515339328,0.05177726668119199,0.08703703703703704
110,75,100,0.1061701682499433,0.05655791659244236,0.08344226579520697
110,275,125,0.10550538048764743,0.055159165949615785,0.08213507625272332
60,50,150,0.1053003933770096,0.051465797017770175,0.08965141612200435
35,50,125,0.10525052961046417,0.059245263381308304,0.08714596949891068
110,275,100,0.10513003754217957,0.05516364254921389,0.08246187363834423
110,275,175,0.10506692766955707,0.05466322813603609,0.08235294117647059
85,200,400,0.1050423010446181,0.051916714176937405,0.08660130718954248
85,50,350,0.10477765648675841,0.04638526253370012,0.08638344226579521
135,275,325,0.10473781494078022,0.0505965336637231,0.08246187363834423
135,100,350,0.1044787257094979,0.04998699750444127,0.08431372549019608
85,50,200,0.10435476238586569,0.049572093678466836,0.08801742919389978
135,275,225,0.10432905052599295,0.050710362517114714,0.08028322440087146
35,50,375,0.10406617603294875,0.049821633456319715,0.08638344226579521
60,50,375,0.10406328602368974,0.04898389182210554,0.08790849673202615
60,225,400,0.1040069983158996,0.05152395149168728,0.08507625272331154
60,175,400,0.10394123945844887,0.05192148590163245,0.08888888888888888
35,225,400,0.10359650324954874,0.053659549553543934,0.084640522875817
60,50,125,0.10358510126652698,0.05238288119544032,0.08769063180827887
110,75,175,0.10354110323738945,0.05373143899514355,0.08148148148148147
110,75,75,0.10335743016995837,0.05459542284383915,0.07995642701525055
110,275,375,0.10293293240950423,0.049174622235761585,0.08093681917211329
110,275,75,0.10281108024193031,0.05615043228187022,0.0798474945533769
85,50,325,0.1027671207462748,0.045621476502210136,0.0855119825708061
35,175,400,0.10244552070996553,0.05393120010012659,0.08736383442265795
10,150,400,0.10223572577727408,0.05355897515230788,0.0840958605664488
60,50,175,0.10218455177712522,0.04725074964224422,0.08453159041394336
135,100,200,0.10214734150575842,0.053274980459908396,0.08039215686274509
35,50,175,0.10199955649889766,0.052124095240152934,0.08300653594771241
10,50,125,0.10171915599869909,0.060698567548615016,0.08115468409586056
85,50,225,0.10171031481683111,0.047322907917900184,0.08529411764705883
135,275,275,0.1016802792008781,0.051090746923809764,0.08061002178649238
110,75,350,0.10155672606513973,0.047447126103365406,0.08278867102396514
135,275,300,0.10138422752801435,0.05017393253115804,0.07995642701525055
110,275,350,0.10128088406525095,0.04776446406449292,0.0798474945533769
10,50,375,0.10121890007284126,0.05047914497223174,0.08191721132897604
60,50,100,0.10120016166944869,0.0520864920825864,0.08638344226579521
35,200,400,0.10116945171783465,0.05272338855744955,0.0832244008714597
135,100,50,0.10115319784258152,0.0580291610839632,0.080718954248366
135,275,250,0.10088289656801405,0.051381192828036965,0.08006535947712418
85,50,300,0.10085917850563804,0.04641626343586382,0.0840958605664488
10,225,400,0.10081758077866818,0.05345456154825956,0.08333333333333333
10,50,150,0.10080488119097143,0.057942877257576575,0.08235294117647059
60,200,400,0.10077361738764204,0.05015530744825013,0.08224400871459694
60,50,350,0.1007278423332794,0.045540263936860975,0.084640522875817
110,275,200,0.10005526764747212,0.050755211689180325,0.07810457516339869
60,50,325,0.09989399109944674,0.04503623461806407,0.0855119825708061
60,50,75,0.09982252765276022,0.053330691812353496,0.08267973856209151
135,125,375,0.09975754447715114,0.049562604009434734,0.08224400871459694
135,100,325,0.09971610185139022,0.047390586421621896,0.080718954248366
110,275,50,0.09943157230072254,0.05440835882019486,0.07712418300653595
110,75,325,0.0992759851626039,0.04673339025806652,0.08289760348583877
35,50,350,0.09924431464727404,0.04661183908777053,0.08191721132897604
85,50,275,0.09915796337693412,0.045370701867370605,0.08169934640522876
110,275,325,0.09866410117268491,0.04668162227472684,0.07788671023965142
60,50,300,0.09853804453539279,0.043759045618735344,0.0837690631808279
60,50,50,0.0985257255363959,0.050759675370834395,0.08355119825708061
135,100,225,0.09851678980374733,0.0483962082342759,0.07810457516339869
85,275,125,0.09849102724294052,0.052088411864850484,0.07625272331154684
85,50,250,0.09841497714746476,0.045174816611437886,0.08202614379084967
85,275,375,0.09841258555799275,0.046420961701648264,0.0766884531590414
110,75,200,0.09806465154880524,0.04912896471245174,0.07995642701525055
85,275,150,0.09801175696489872,0.05049356853525252,0.07538126361655774
60,50,200,0.09796739388692204,0.04580049090812499,0.08300653594771241
85,75,375,0.09764995932054701,0.04508269060100093,0.08061002178649238
35,50,325,0.09754510283780954,0.047248643638883155,0.08202614379084967
10,175,400,0.09744147217177064,0.05233607480465666,0.08278867102396514
85,75,150,0.09728709126383764,0.04844837370600224,0.08235294117647059
110,100,375,0.09720867755514484,0.04702391094874285,0.07745098039215685
110,275,225,0.0971300757802442,0.04794352234662927,0.07581699346405228
35,50,275,0.09700224818434916,0.04783016881976739,0.08202614379084967
35,50,200,0.0967589502590402,0.051527474803665076,0.08137254901960785
110,275,275,0.09664579600793576,0.04829900357565546,0.07625272331154684
85,275,100,0.09656810020835961,0.05166294919073464,0.07549019607843137
110,100,150,0.09642139171981366,0.051172820647239804,0.07755991285403051
110,75,50,0.09630961502013853,0.05247515048942415,0.07734204793028322
135,100,275,0.09628815963820025,0.046160105150183345,0.07538126361655774
60,50,225,0.09625826919588124,0.04601972045987064,0.08224400871459694
35,50,300,0.09618834672530659,0.0454031541371629,0.080718954248366
10,200,400,0.09590273277148058,0.050732356828734435,0.07908496732026143
110,75,300,0.09576498703329893,0.04586052770427773,0.07973856209150328
135,125,150,0.09574557175986154,0.04874583048286814,0.07657952069716775
110,275,300,0.09572872176226316,0.046331345125721145,0.07450980392156864
135,125,125,0.09569008144261516,0.050131795811086136,0.07559912854030501
85,275,175,0.09559812188127749,0.0500421346721521,0.07483660130718954
85,75,125,0.09558307989639343,0.05014206872811864,0.08148148148148147
135,250,375,0.095561159608528,0.04706024610535456,0.07810457516339869
85,75,175,0.09548261295291058,0.047704337449706494,0.07995642701525055
85,75,350,0.09542771419373411,0.04353085651614488,0.07919389978213508
135,125,100,0.09537817396811707,0.05077031070346248,0.07440087145969498
10,50,350,0.09532020911271051,0.043691619370073355,0.07854030501089324
135,100,300,0.09515253437451326,0.04523606413858715,0.07636165577342047
10,50,175,0.09512499783534929,0.05361278875171505,0.07657952069716775
60,50,275,0.09496037101950586,0.04362168794080932,0.08137254901960785
110,100,125,0.09477393461274206,0.051412693473060884,0.07581699346405228
135,125,350,0.09475623745772024,0.04433100584362377,0.07745098039215685
135,100,250,0.09428452897900552,0.04663310791910649,0.07505446623093683
110,100,100,0.0942580678877608,0.05089522276325375,0.07483660130718954
85,275,350,0.0940394372650878,0.04431832242824913,0.07494553376906318
110,75,275,0.09396653834537519,0.04452398903174336,0.07745098039215685
135,250,125,0.09372642506113614,0.04840075054055899,0.07440087145969498
60,275,375,0.0935774215180935,0.04634147931357546,0.07418300653594771
135,250,150,0.09356002992134786,0.047700296734889396,0.0747276688453159
35,50,225,0.0935595198554941,0.04755949686227059,0.0798474945533769
85,75,325,0.09345809554621377,0.04248393170556486,0.07810457516339869
110,75,225,0.09344195968904881,0.04542935011375168,0.07701525054466231
35,50,250,0.09338616233268478,0.04685526663860397,0.0789760348583878
110,275,250,0.09334376774551677,0.04692169048687138,0.07374727668845316
85,75,100,0.09329109631431363,0.04897335322858093,0.07821350762527232
60,50,250,0.09327845343754575,0.042389622190716965,0.08006535947712418
135,150,375,0.09327786818736539,0.04657817530031862,0.07657952069716775
110,100,350,0.09312843518779894,0.0435380904574732,0.0738562091503268
135,250,100,0.09300797679089381,0.047915915515856125,0.07298474945533769
85,275,200,0.09297121439416574,0.04667421024547393,0.07167755991285403
110,100,175,0.09282659190624337,0.0483505902224449,0.07450980392156864
60,275,150,0.09262509233390409,0.05068022069132629,0.0733115468409586
10,50,325,0.0925438413781641,0.04307314760170443,0.07766884531590414
85,275,325,0.09238871354759319,0.044662756421134334,0.0738562091503268
85,275,75,0.0920653392208499,0.051733827214315395,0.07211328976034859
10,50,300,0.09156325216896853,0.04393633963829002,0.07690631808278867
35,275,150,0.09137340549991008,0.05139157150737228,0.07265795206971677
35,275,375,0.0913083833216892,0.047905743642601466,0.07200435729847494
110,75,250,0.09122516793672412,0.04442489209596954,0.0747276688453159
60,275,175,0.09119459719845881,0.05068032535951237,0.07265795206971677
135,125,325,0.09098398314967178,0.04318214565502016,0.07363834422657951
85,275,300,0.09096319149100594,0.04464614900792212,0.07276688453159041
60,275,125,0.09087095972536101,0.0500468541669651,0.07145969498910675
60,75,375,0.0907504687410078,0.041881744572201174,0.07527233115468408
135,125,175,0.0907504218127347,0.046653764252886,0.07276688453159041
135,250,350,0.0907146305227447,0.04360364270279875,0.07429193899782136
10,50,275,0.09066663015537167,0.0442279164981797,0.07614379084967321
85,275,225,0.09064856379534672,0.044422370550796654,0.07080610021786492
135,250,175,0.09047587596656362,0.04602781350356077,0.07135076252723312
85,75,300,0.09036632853266931,0.04196623588986731,0.07636165577342047
60,275,350,0.09015964246865356,0.044300732930786846,0.07200435729847494
110,100,75,0.09014559449759406,0.04964622819290052,0.0715686274509804
85,75,75,0.09000399965237128,0.04890075312570154,0.07450980392156864
110,250,375,0.0897917733773285,0.04400020599685505,0.07200435729847494
60,75,150,0.08973118723305065,0.044587179998992206,0.07559912854030501
60,275,325,0.08947971293305128,0.04490036067632572,0.07298474945533769
135,125,200,0.08938658482416435,0.04462432759305988,0.07265795206971677
35,75,150,0.08917881130878937,0.04705125119358795,0.07352941176470588
35,75,375,0.08916874704115858,0.04213858332565739,0.07265795206971677
110,125,375,0.08916000790133857,0.042518553710165725,0.07211328976034859
35,275,350,0.08903932492421947,0.04588233486702538,0.07058823529411765
85,275,50,0.08901392331595628,0.04938782626398537,0.06993464052287582
135,150,350,0.08875870217877642,0.04337560928545465,0.07298474945533769
110,100,200,0.0887122138963835,0.04464812263867713,0.06982570806100218
135,125,75,0.08870512730293416,0.04946299972625418,0.06949891067538126
135,225,375,0.08867929231813147,0.04317547760075519,0.07124183006535949
110,100,325,0.08865472050978143,0.04265363889441205,0.0715686274509804
85,275,275,0.08864033739138291,0.0435806756936373,0.0710239651416122
85,100,375,0.08851744135960463,0.04150357925841896,0.07124183006535949
60,275,300,0.08847997513316543,0.04569331687994272,0.07167755991285403
135,150,150,0.08843889796900137,0.0477735077987333,0.07080610021786492
135,250,75,0.08834605142028895,0.04644913859106713,0.07004357298474945
85,75,200,0.08833892065074879,0.04290526768849947,0.07429193899782136
135,175,375,0.08832362417070978,0.04457711124163795,0.07298474945533769
135,250,200,0.08830937204328511,0.04420086582443528,0.0701525054466231
135,250,325,0.0882284603464659,0.04239092745829849,0.0724400871459695
10,50,200,0.08807570897648541,0.04707071796942826,0.0724400871459695
60,275,100,0.08806752104764327,0.04874523713652496,0.0690631808278867
135,200,375,0.08796814104944842,0.04299139476569859,0.07145969498910675
110,250,350,0.08789098149626116,0.04180994932725589,0.0710239651416122
85,75,275,0.08783570436227707,0.04148941750008734,0.07342047930283226
60,75,325,0.08768613550687943,0.03937159694692353,0.0738562091503268
135,225,150,0.08764736083631602,0.04618213135291227,0.07091503267973856
60,275,200,0.08755730254020958,0.04773278422872613,0.07069716775599129
85,275,250,0.08723521087089833,0.0440369717845403,0.06938997821350763
60,75,350,0.08722962930266208,0.03897353509439327,0.07298474945533769
35,275,175,0.08709640372198026,0.04891878339950623,0.06949891067538126
85,100,150,0.08702758675874267,0.046226016831259216,0.07145969498910675
60,75,125,0.0869868366574542,0.04612664947484866,0.07483660130718954
110,100,225,0.08697998078129403,0.042477647982278134,0.06928104575163399
10,275,375,0.08692214493482749,0.04659882457853912,0.06840958605664488
35,275,325,0.08688213354286348,0.04449548215663326,0.06895424836601306
35,275,125,0.08682837403856847,0.0509212355975542,0.06840958605664488
135,250,225,0.08677719033072133,0.04381654082502812,0.06938997821350763
135,125,300,0.08673371108082815,0.041700735181512114,0.07167755991285403
135,225,125,0.0864918185488692,0.045755032905723615,0.06982570806100218
35,75,350,0.08642512473539142,0.041690330978571014,0.0715686274509804
60,75,300,0.08633527961078008,0.038163802261628604,0.07276688453159041
135,150,125,0.08622615342067322,0.04728823959979758,0.06808278867102396
110,100,300,0.08618650847266554,0.04053693774537018,0.0690631808278867
135,225,350,0.08606316232590301,0.04146804385768202,0.0701525054466231
35,275,100,0.08606254122870813,0.05149217400400553,0.06710239651416122
10,50,250,0.08605790810930117,0.0423243205260341,0.07233115468409587
110,125,150,0.08603957013063286,0.04451701376487594,0.06884531590413943
110,250,150,0.08599777286517662,0.04517587658933428,0.06840958605664488
85,100,350,0.08596255806162324,0.04047158493872051,0.06971677559912855
110,100,275,0.08594756747146885,0.04060246066720739,0.06840958605664488
110,125,350,0.08593234787808837,0.04119942878673773,0.07026143790849673
135,250,50,0.08580971310474558,0.04578528249917678,0.06917211328976035
10,50,225,0.08576531770441985,0.04458038252006736,0.07254901960784313
135,175,150,0.08552305225086519,0.04640629118214763,0.0696078431372549
60,75,175,0.0853966531983697,0.04007994848545066,0.07004357298474945
135,125,275,0.08530632022346123,0.04249848685758824,0.06938997821350763
60,275,275,0.08524383606134046,0.04408661794175464,0.06993464052287582
135,225,100,0.08519329996842752,0.044683783972896914,0.0673202614379085
85,75,225,0.08516496555373772,0.03979656010259614,0.07091503267973856
35,275,300,0.08512455465794912,0.045023131056932175,0.06884531590413943
110,225,375,0.0850356710098702,0.04198040324859761,0.0690631808278867
60,275,225,0.08500719287971117,0.044209953975334046,0.06808278867102396
35,275,75,0.08499534106871481,0.051996839066366936,0.0681917211328976
135,250,300,0.08493354962201856,0.04231433590538586,0.06982570806100218
110,250,125,0.08487847635292588,0.045910353209388466,0.06797385620915032
35,275,200,0.08487441139174273,0.04715068509232623,0.06764705882352941
85,75,50,0.0848202318683436,0.043494298222382335,0.07124183006535949
110,100,250,0.0846348949654704,0.040874948728737884,0.06601307189542484
